Year  Month        Temperature      Precipitation,Station,Year,Month,Temperature,Precipitation
1994      1                2.1               84.5,Bern-Liebefeld,1994,1,2.1,84.5
1994      2                2.0               30.2,Bern-Liebefeld,1994,2,2.0,30.2
1994      3                8.7               59.3,Bern-Liebefeld,1994,3,8.7,59.3
1994      4                6.6              117.5,Bern-Liebefeld,1994,4,6.6,117.5
1994      5               13.1              178.4,Bern-Liebefeld,1994,5,13.1,178.4
1994      6               16.4               81.2,Bern-Liebefeld,1994,6,16.4,81.2
1994      7               21.0               37.9,Bern-Liebefeld,1994,7,21.0,37.9
1994      8               19.5              107.5,Bern-Liebefeld,1994,8,19.5,107.5
1994      9               13.4              154.2,Bern-Liebefeld,1994,9,13.4,154.2
1994     10                9.2               94.8,Bern-Liebefeld,1994,10,9.2,94.8
1994     11                6.9               39.7,Bern-Liebefeld,1994,11,6.9,39.7
1994     12                2.8              102.1,Bern-Liebefeld,1994,12,2.8,102.1
1995      1               -0.7              149.3,Bern-Liebefeld,1995,1,-0.7,149.3
1995      2                4.1              117.9,Bern-Liebefeld,1995,2,4.1,117.9
1995      3                3.3               92.3,Bern-Liebefeld,1995,3,3.3,92.3
1995      4                8.6               56.0,Bern-Liebefeld,1995,4,8.6,56.0
1995      5               12.4              188.7,Bern-Liebefeld,1995,5,12.4,188.7
1995      6               14.7               78.9,Bern-Liebefeld,1995,6,14.7,78.9
1995      7               20.5               62.5,Bern-Liebefeld,1995,7,20.5,62.5
1995      8               17.6              146.8,Bern-Liebefeld,1995,8,17.6,146.8
1995      9               11.7              136.5,Bern-Liebefeld,1995,9,11.7,136.5
1995     10               11.8               10.8,Bern-Liebefeld,1995,10,11.8,10.8
1995     11                3.4               57.4,Bern-Liebefeld,1995,11,3.4,57.4
1995     12               -0.4              124.9,Bern-Liebefeld,1995,12,-0.4,124.9
1996      1               -0.2               20.4,Bern-Liebefeld,1996,1,-0.2,20.4
1996      2               -0.8               45.0,Bern-Liebefeld,1996,2,-0.8,45.0
1996      3                2.9               34.4,Bern-Liebefeld,1996,3,2.9,34.4
1996      4                8.8               50.6,Bern-Liebefeld,1996,4,8.8,50.6
1996      5               12.1              127.1,Bern-Liebefeld,1996,5,12.1,127.1
1996      6               16.7              104.5,Bern-Liebefeld,1996,6,16.7,104.5
1996      7               16.9              135.5,Bern-Liebefeld,1996,7,16.9,135.5
1996      8               16.5              184.6,Bern-Liebefeld,1996,8,16.5,184.6
1996      9               10.7               47.6,Bern-Liebefeld,1996,9,10.7,47.6
1996     10                8.9              102.2,Bern-Liebefeld,1996,10,8.9,102.2
1996     11                3.9              146.7,Bern-Liebefeld,1996,11,3.9,146.7
1996     12               -0.5               53.1,Bern-Liebefeld,1996,12,-0.5,53.1
1997      1               -1.8               55.4,Bern-Liebefeld,1997,1,-1.8,55.4
1997      2                3.5               64.6,Bern-Liebefeld,1997,2,3.5,64.6
1997      3                6.8               24.8,Bern-Liebefeld,1997,3,6.8,24.8
1997      4                7.5               67.7,Bern-Liebefeld,1997,4,7.5,67.7
1997      5               13.2               55.6,Bern-Liebefeld,1997,5,13.2,55.6
1997      6               15.6              134.8,Bern-Liebefeld,1997,6,15.6,134.8
1997      7               16.5              146.5,Bern-Liebefeld,1997,7,16.5,146.5
1997      8               19.1               95.3,Bern-Liebefeld,1997,8,19.1,95.3
1997      9               14.6               73.5,Bern-Liebefeld,1997,9,14.6,73.5
1997     10                8.5               69.7,Bern-Liebefeld,1997,10,8.5,69.7
1997     11                3.8               44.0,Bern-Liebefeld,1997,11,3.8,44.0
1997     12                1.7              109.5,Bern-Liebefeld,1997,12,1.7,109.5
1998      1                1.0               62.6,Bern-Liebefeld,1998,1,1.0,62.6
1998      2                2.4               29.7,Bern-Liebefeld,1998,2,2.4,29.7
1998      3                4.9               42.1,Bern-Liebefeld,1998,3,4.9,42.1
1998      4                7.7              109.8,Bern-Liebefeld,1998,4,7.7,109.8
1998      5               14.0               33.7,Bern-Liebefeld,1998,5,14.0,33.7
1998      6               16.6               67.7,Bern-Liebefeld,1998,6,16.6,67.7
1998      7               18.7               94.1,Bern-Liebefeld,1998,7,18.7,94.1
1998      8               18.4               66.3,Bern-Liebefeld,1998,8,18.4,66.3
1998      9               13.3              105.9,Bern-Liebefeld,1998,9,13.3,105.9
1998     10                9.5              124.1,Bern-Liebefeld,1998,10,9.5,124.1
1998     11                1.5              126.7,Bern-Liebefeld,1998,11,1.5,126.7
1998     12               -0.9               21.6,Bern-Liebefeld,1998,12,-0.9,21.6
1999      1                0.4               43.6,Bern-Liebefeld,1999,1,0.4,43.6
1999      2               -1.0              116.9,Bern-Liebefeld,1999,2,-1.0,116.9
1999      3                5.3               54.2,Bern-Liebefeld,1999,3,5.3,54.2
1999      4                8.2              159.0,Bern-Liebefeld,1999,4,8.2,159.0
1999      5               15.0              185.6,Bern-Liebefeld,1999,5,15.0,185.6
1999      6               15.1              144.4,Bern-Liebefeld,1999,6,15.1,144.4
1999      7               18.8               67.0,Bern-Liebefeld,1999,7,18.8,67.0
1999      8               18.0              160.2,Bern-Liebefeld,1999,8,18.0,160.2
1999      9               16.1              161.8,Bern-Liebefeld,1999,9,16.1,161.8
1999     10                9.1               56.0,Bern-Liebefeld,1999,10,9.1,56.0
1999     11                1.7               69.8,Bern-Liebefeld,1999,11,1.7,69.8
1999     12                1.1               99.2,Bern-Liebefeld,1999,12,1.1,99.2
2000      1               -0.9               11.4,Bern-Liebefeld,2000,1,-0.9,11.4
2000      2                3.2              106.3,Bern-Liebefeld,2000,2,3.2,106.3
2000      3                5.6               44.0,Bern-Liebefeld,2000,3,5.6,44.0
2000      4                9.0               52.0,Bern-Liebefeld,2000,4,9.0,52.0
2000      5               14.5               95.3,Bern-Liebefeld,2000,5,14.5,95.3
2000      6               17.4              126.1,Bern-Liebefeld,2000,6,17.4,126.1
2000      7               15.9              182.2,Bern-Liebefeld,2000,7,15.9,182.2
2000      8               18.6               82.3,Bern-Liebefeld,2000,8,18.6,82.3
2000      9               14.6               64.7,Bern-Liebefeld,2000,9,14.6,64.7
2000     10                9.8               67.3,Bern-Liebefeld,2000,10,9.8,67.3
2000     11                4.8              114.5,Bern-Liebefeld,2000,11,4.8,114.5
2000     12                3.0               37.6,Bern-Liebefeld,2000,12,3.0,37.6
2001      1                0.8              125.5,Bern-Liebefeld,2001,1,0.8,125.5
2001      2                2.4               38.9,Bern-Liebefeld,2001,2,2.4,38.9
2001      3                6.8              247.9,Bern-Liebefeld,2001,3,6.8,247.9
2001      4                6.5              125.8,Bern-Liebefeld,2001,4,6.5,125.8
2001      5               14.8               76.7,Bern-Liebefeld,2001,5,14.8,76.7
2001      6               15.2              141.1,Bern-Liebefeld,2001,6,15.2,141.1
2001      7               18.5              127.0,Bern-Liebefeld,2001,7,18.5,127.0
2001      8               19.0               96.2,Bern-Liebefeld,2001,8,19.0,96.2
2001      9               11.5              146.9,Bern-Liebefeld,2001,9,11.5,146.9
2001     10               12.5               73.8,Bern-Liebefeld,2001,10,12.5,73.8
2001     11                2.5               56.7,Bern-Liebefeld,2001,11,2.5,56.7
2001     12               -0.6               21.3,Bern-Liebefeld,2001,12,-0.6,21.3
2002      1               -1.0               27.0,Bern-Liebefeld,2002,1,-1.0,27.0
2002      2                4.6               84.6,Bern-Liebefeld,2002,2,4.6,84.6
2002      3                6.2               66.5,Bern-Liebefeld,2002,3,6.2,66.5
2002      4                8.4               45.4,Bern-Liebefeld,2002,4,8.4,45.4
2002      5               12.1              167.5,Bern-Liebefeld,2002,5,12.1,167.5
2002      6               18.6               85.5,Bern-Liebefeld,2002,6,18.6,85.5
2002      7               17.9              164.1,Bern-Liebefeld,2002,7,17.9,164.1
2002      8               16.9              168.0,Bern-Liebefeld,2002,8,16.9,168.0
2002      9               12.4              126.0,Bern-Liebefeld,2002,9,12.4,126.0
2002     10                9.4              125.7,Bern-Liebefeld,2002,10,9.4,125.7
2002     11                5.4              183.2,Bern-Liebefeld,2002,11,5.4,183.2
2002     12                3.2               72.7,Bern-Liebefeld,2002,12,3.2,72.7
2003      1               -0.6               42.9,Bern-Liebefeld,2003,1,-0.6,42.9
2003      2               -1.9               18.8,Bern-Liebefeld,2003,2,-1.9,18.8
2003      3                6.6               45.6,Bern-Liebefeld,2003,3,6.6,45.6
2003      4                8.9               64.5,Bern-Liebefeld,2003,4,8.9,64.5
2003      5               14.1               77.3,Bern-Liebefeld,2003,5,14.1,77.3
2003      6               21.6               54.6,Bern-Liebefeld,2003,6,21.6,54.6
2003      7               19.7               91.3,Bern-Liebefeld,2003,7,19.7,91.3
2003      8               21.9               77.0,Bern-Liebefeld,2003,8,21.9,77.0
2003      9               14.1               48.9,Bern-Liebefeld,2003,9,14.1,48.9
2003     10                6.5              125.6,Bern-Liebefeld,2003,10,6.5,125.6
2003     11                4.4               63.0,Bern-Liebefeld,2003,11,4.4,63.0
2003     12                0.5               28.3,Bern-Liebefeld,2003,12,0.5,28.3
2004      1                0.6              141.9,Bern-Liebefeld,2004,1,0.6,141.9
2004      2                1.1               42.9,Bern-Liebefeld,2004,2,1.1,42.9
2004      3                3.8               51.3,Bern-Liebefeld,2004,3,3.8,51.3
2004      4                8.9               42.7,Bern-Liebefeld,2004,4,8.9,42.7
2004      5               11.9               95.6,Bern-Liebefeld,2004,5,11.9,95.6
2004      6               16.3              110.5,Bern-Liebefeld,2004,6,16.3,110.5
2004      7               17.8              136.6,Bern-Liebefeld,2004,7,17.8,136.6
2004      8               17.9              126.3,Bern-Liebefeld,2004,8,17.9,126.3
2004      9               14.6               46.6,Bern-Liebefeld,2004,9,14.6,46.6
2004     10               10.8              152.5,Bern-Liebefeld,2004,10,10.8,152.5
2004     11                3.5               15.0,Bern-Liebefeld,2004,11,3.5,15.0
2004     12                0.1               49.6,Bern-Liebefeld,2004,12,0.1,49.6
2005      1               -1.1               42.6,Bern-Liebefeld,2005,1,-1.1,42.6
2005      2               -2.3               31.8,Bern-Liebefeld,2005,2,-2.3,31.8
2005      3                4.6               35.6,Bern-Liebefeld,2005,3,4.6,35.6
2005      4                8.7              133.2,Bern-Liebefeld,2005,4,8.7,133.2
2005      5               13.4               83.3,Bern-Liebefeld,2005,5,13.4,83.3
2005      6               18.2               43.5,Bern-Liebefeld,2005,6,18.2,43.5
2005      7               18.6               59.4,Bern-Liebefeld,2005,7,18.6,59.4
2005      8               16.5              141.0,Bern-Liebefeld,2005,8,16.5,141.0
2005      9               15.2              129.6,Bern-Liebefeld,2005,9,15.2,129.6
2005     10               10.3               79.2,Bern-Liebefeld,2005,10,10.3,79.2
2005     11                3.2               21.8,Bern-Liebefeld,2005,11,3.2,21.8
2005     12               -1.3               58.4,Bern-Liebefeld,2005,12,-1.3,58.4
2006      1               -2.9               18.4,Bern-Liebefeld,2006,1,-2.9,18.4
2006      2               -0.3               35.8,Bern-Liebefeld,2006,2,-0.3,35.8
2006      3                3.1              157.8,Bern-Liebefeld,2006,3,3.1,157.8
2006      4                8.3              208.8,Bern-Liebefeld,2006,4,8.3,208.8
2006      5               13.0              181.1,Bern-Liebefeld,2006,5,13.0,181.1
2006      6               17.7               40.7,Bern-Liebefeld,2006,6,17.7,40.7
2006      7               22.1               46.2,Bern-Liebefeld,2006,7,22.1,46.2
2006      8               14.8              181.8,Bern-Liebefeld,2006,8,14.8,181.8
2006      9               16.4              139.9,Bern-Liebefeld,2006,9,16.4,139.9
2006     10               12.0               79.5,Bern-Liebefeld,2006,10,12.0,79.5
2006     11                5.8               46.5,Bern-Liebefeld,2006,11,5.8,46.5
2006     12                1.4               79.1,Bern-Liebefeld,2006,12,1.4,79.1
2007      1                3.7               48.9,Bern-Liebefeld,2007,1,3.7,48.9
2007      2                4.0              112.2,Bern-Liebefeld,2007,2,4.0,112.2
2007      3                4.9              110.2,Bern-Liebefeld,2007,3,4.9,110.2
2007      4               12.6               22.0,Bern-Liebefeld,2007,4,12.6,22.0
2007      5               13.9              173.9,Bern-Liebefeld,2007,5,13.9,173.9
2007      6               16.9              183.2,Bern-Liebefeld,2007,6,16.9,183.2
2007      7               17.3              209.3,Bern-Liebefeld,2007,7,17.3,209.3
2007      8               16.9              207.6,Bern-Liebefeld,2007,8,16.9,207.6
2007      9               12.6               71.5,Bern-Liebefeld,2007,9,12.6,71.5
2007     10                8.6               30.5,Bern-Liebefeld,2007,10,8.6,30.5
2007     11                2.3               27.5,Bern-Liebefeld,2007,11,2.3,27.5
2007     12                0.0               93.8,Bern-Liebefeld,2007,12,0.0,93.8
2008      1                1.9               61.7,Bern-Liebefeld,2008,1,1.9,61.7
2008      2                2.6               35.7,Bern-Liebefeld,2008,2,2.6,35.7
2008      3                4.2               61.7,Bern-Liebefeld,2008,3,4.2,61.7
2008      4                7.5              123.8,Bern-Liebefeld,2008,4,7.5,123.8
2008      5               14.3               47.5,Bern-Liebefeld,2008,5,14.3,47.5
2008      6               17.1               63.5,Bern-Liebefeld,2008,6,17.1,63.5
2008      7               18.1              119.1,Bern-Liebefeld,2008,7,18.1,119.1
2008      8               17.5               92.2,Bern-Liebefeld,2008,8,17.5,92.2
2008      9               12.1              107.3,Bern-Liebefeld,2008,9,12.1,107.3
2008     10                9.6              117.8,Bern-Liebefeld,2008,10,9.6,117.8
2008     11                3.8               36.6,Bern-Liebefeld,2008,11,3.8,36.6
2008     12               -0.4               78.1,Bern-Liebefeld,2008,12,-0.4,78.1
2009      1               -2.9               40.1,Bern-Liebefeld,2009,1,-2.9,40.1
2009      2               -0.4               50.9,Bern-Liebefeld,2009,2,-0.4,50.9
2009      3                4.1               94.8,Bern-Liebefeld,2009,3,4.1,94.8
2009      4               10.7               19.1,Bern-Liebefeld,2009,4,10.7,19.1
2009      5               15.2               73.3,Bern-Liebefeld,2009,5,15.2,73.3
2009      6               16.5               89.8,Bern-Liebefeld,2009,6,16.5,89.8
2009      7               18.6              157.9,Bern-Liebefeld,2009,7,18.6,157.9
2009      8               19.6               67.7,Bern-Liebefeld,2009,8,19.6,67.7
2009      9               15.2               55.4,Bern-Liebefeld,2009,9,15.2,55.4
2009     10                8.9               45.3,Bern-Liebefeld,2009,10,8.9,45.3
2009     11                6.4              130.1,Bern-Liebefeld,2009,11,6.4,130.1
2009     12                0.4              134.8,Bern-Liebefeld,2009,12,0.4,134.8
2010      1               -2.3               31.0,Bern-Liebefeld,2010,1,-2.3,31.0
2010      2               -0.2               53.7,Bern-Liebefeld,2010,2,-0.2,53.7
2010      3                3.8               47.3,Bern-Liebefeld,2010,3,3.8,47.3
2010      4                9.4               13.4,Bern-Liebefeld,2010,4,9.4,13.4
2010      5               11.5              138.4,Bern-Liebefeld,2010,5,11.5,138.4
2010      6               16.3               82.6,Bern-Liebefeld,2010,6,16.3,82.6
2010      7               20.0               54.1,Bern-Liebefeld,2010,7,20.0,54.1
2010      8               17.1              224.4,Bern-Liebefeld,2010,8,17.1,224.4
2010      9               13.0               32.7,Bern-Liebefeld,2010,9,13.0,32.7
2010     10                8.3               51.2,Bern-Liebefeld,2010,10,8.3,51.2
2010     11                4.5               82.5,Bern-Liebefeld,2010,11,4.5,82.5
2010     12               -1.8              103.8,Bern-Liebefeld,2010,12,-1.8,103.8
2011      1                0.5               34.3,Bern-Liebefeld,2011,1,0.5,34.3
2011      2                2.0               30.0,Bern-Liebefeld,2011,2,2.0,30.0
2011      3                5.7               19.5,Bern-Liebefeld,2011,3,5.7,19.5
2011      4               11.6               17.0,Bern-Liebefeld,2011,4,11.6,17.0
2011      5               14.8               72.6,Bern-Liebefeld,2011,5,14.8,72.6
2011      6               16.5              111.0,Bern-Liebefeld,2011,6,16.5,111.0
2011      7               16.4              128.4,Bern-Liebefeld,2011,7,16.4,128.4
2011      8               19.1               67.0,Bern-Liebefeld,2011,8,19.1,67.0
2011      9               16.1               90.2,Bern-Liebefeld,2011,9,16.1,90.2
2011     10                8.9               63.0,Bern-Liebefeld,2011,10,8.9,63.0
2011     11                4.1                3.9,Bern-Liebefeld,2011,11,4.1,3.9
2011     12                3.1              152.5,Bern-Liebefeld,2011,12,3.1,152.5
2012      1                2.0               92.5,Bern-Liebefeld,2012,1,2.0,92.5
2012      2               -4.3                9.6,Bern-Liebefeld,2012,2,-4.3,9.6
2012      3                6.9               22.1,Bern-Liebefeld,2012,3,6.9,22.1
2012      4                8.2              103.1,Bern-Liebefeld,2012,4,8.2,103.1
2012      5               13.7               81.5,Bern-Liebefeld,2012,5,13.7,81.5
2012      6               17.4              136.6,Bern-Liebefeld,2012,6,17.4,136.6
2012      7               17.9               74.4,Bern-Liebefeld,2012,7,17.9,74.4
2012      8               19.2              110.3,Bern-Liebefeld,2012,8,19.2,110.3
2012      9               13.7              115.5,Bern-Liebefeld,2012,9,13.7,115.5
2012     10                9.5               91.5,Bern-Liebefeld,2012,10,9.5,91.5
2012     11                5.0              141.3,Bern-Liebefeld,2012,11,5.0,141.3
2012     12                1.1              149.3,Bern-Liebefeld,2012,12,1.1,149.3
2013      1                0.0               47.7,Bern-Liebefeld,2013,1,0.0,47.7
2013      2               -1.6               57.7,Bern-Liebefeld,2013,2,-1.6,57.7
2013      3                2.2               68.8,Bern-Liebefeld,2013,3,2.2,68.8
2013      4                8.6              116.1,Bern-Liebefeld,2013,4,8.6,116.1
2013      5               10.6              126.5,Bern-Liebefeld,2013,5,10.6,126.5
2013      6               16.0               93.0,Bern-Liebefeld,2013,6,16.0,93.0
2013      7               20.3              107.3,Bern-Liebefeld,2013,7,20.3,107.3
2013      8               18.5               57.1,Bern-Liebefeld,2013,8,18.5,57.1
2013      9               14.7               84.1,Bern-Liebefeld,2013,9,14.7,84.1
2013     10               11.2              163.0,Bern-Liebefeld,2013,10,11.2,163.0
2013     11                4.0              124.0,Bern-Liebefeld,2013,11,4.0,124.0
2013     12               -0.3               67.7,Bern-Liebefeld,2013,12,-0.3,67.7
2014      1                2.0               61.9,Bern-Liebefeld,2014,1,2.0,61.9
2014      2                3.0               86.5,Bern-Liebefeld,2014,2,3.0,86.5
2014      3                6.2               42.5,Bern-Liebefeld,2014,3,6.2,42.5
2014      4               10.2               88.3,Bern-Liebefeld,2014,4,10.2,88.3
2014      5               12.0              125.0,Bern-Liebefeld,2014,5,12.0,125.0
2014      6               17.5               66.5,Bern-Liebefeld,2014,6,17.5,66.5
2014      7               17.4              252.4,Bern-Liebefeld,2014,7,17.4,252.4
2014      8               16.4               81.3,Bern-Liebefeld,2014,8,16.4,81.3
2014      9               14.9               17.4,Bern-Liebefeld,2014,9,14.9,17.4
2014     10               12.1               80.3,Bern-Liebefeld,2014,10,12.1,80.3
2014     11                6.0               96.6,Bern-Liebefeld,2014,11,6.0,96.6
2014     12                2.4               35.1,Bern-Liebefeld,2014,12,2.4,35.1
2015      1                1.1               77.3,Bern-Liebefeld,2015,1,1.1,77.3
2015      2               -0.5               24.6,Bern-Liebefeld,2015,2,-0.5,24.6
2015      3                5.9               68.6,Bern-Liebefeld,2015,3,5.9,68.6
2015      4                9.4               80.4,Bern-Liebefeld,2015,4,9.4,80.4
2015      5               13.7              136.4,Bern-Liebefeld,2015,5,13.7,136.4
2015      6               17.9               75.2,Bern-Liebefeld,2015,6,17.9,75.2
2015      7               22.0               40.5,Bern-Liebefeld,2015,7,22.0,40.5
2015      8               19.6               77.7,Bern-Liebefeld,2015,8,19.6,77.7
2015      9               12.7               61.2,Bern-Liebefeld,2015,9,12.7,61.2
2015     10                8.5               42.2,Bern-Liebefeld,2015,10,8.5,42.2
2015     11                6.6               65.5,Bern-Liebefeld,2015,11,6.6,65.5
2015     12                2.4               18.2,Bern-Liebefeld,2015,12,2.4,18.2
2016      1                2.3              138.6,Bern-Liebefeld,2016,1,2.3,138.6
2016      2                3.5               72.4,Bern-Liebefeld,2016,2,3.5,72.4
2016      3                4.3               31.1,Bern-Liebefeld,2016,3,4.3,31.1
2016      4                8.5              121.0,Bern-Liebefeld,2016,4,8.5,121.0
2016      5               12.4              159.4,Bern-Liebefeld,2016,5,12.4,159.4
2016      6               16.4              147.7,Bern-Liebefeld,2016,6,16.4,147.7
2016      7               19.4              108.8,Bern-Liebefeld,2016,7,19.4,108.8
2016      8               18.8               51.6,Bern-Liebefeld,2016,8,18.8,51.6
2016      9               16.1               45.0,Bern-Liebefeld,2016,9,16.1,45.0
2016     10                7.9               86.6,Bern-Liebefeld,2016,10,7.9,86.6
2016     11                4.2               93.0,Bern-Liebefeld,2016,11,4.2,93.0
2016     12               -0.8                0.8,Bern-Liebefeld,2016,12,-0.8,0.8
2017      1               -3.5               43.4,Bern-Liebefeld,2017,1,-3.5,43.4
2017      2                3.4               62.9,Bern-Liebefeld,2017,2,3.4,62.9
2017      3                7.7               48.0,Bern-Liebefeld,2017,3,7.7,48.0
2017      4                8.6               73.9,Bern-Liebefeld,2017,4,8.6,73.9
2017      5               14.1               77.7,Bern-Liebefeld,2017,5,14.1,77.7
2017      6               19.5               91.4,Bern-Liebefeld,2017,6,19.5,91.4
2017      7               19.3               61.0,Bern-Liebefeld,2017,7,19.3,61.0
2017      8               19.1               99.5,Bern-Liebefeld,2017,8,19.1,99.5
2017      9               12.5               55.4,Bern-Liebefeld,2017,9,12.5,55.4
2017     10               10.3               35.5,Bern-Liebefeld,2017,10,10.3,35.5
2017     11                4.0               67.0,Bern-Liebefeld,2017,11,4.0,67.0
2017     12                0.7              138.4,Bern-Liebefeld,2017,12,0.7,138.4
2018      1                4.2              142.7,Bern-Liebefeld,2018,1,4.2,142.7
2018      2               -1.2               37.1,Bern-Liebefeld,2018,2,-1.2,37.1
2018      3                3.2               94.3,Bern-Liebefeld,2018,3,3.2,94.3
2018      4               12.1               20.6,Bern-Liebefeld,2018,4,12.1,20.6
2018      5               14.6              132.3,Bern-Liebefeld,2018,5,14.6,132.3
2018      6               18.0               70.3,Bern-Liebefeld,2018,6,18.0,70.3
2018      7               20.4               88.6,Bern-Liebefeld,2018,7,20.4,88.6
2018      8               20.2               94.3,Bern-Liebefeld,2018,8,20.2,94.3
2018      9               16.0               39.1,Bern-Liebefeld,2018,9,16.0,39.1
2018     10               10.2               40.3,Bern-Liebefeld,2018,10,10.2,40.3
2018     11                5.0               23.9,Bern-Liebefeld,2018,11,5.0,23.9
2018     12                3.2              123.6,Bern-Liebefeld,2018,12,3.2,123.6
2019      1                0.1               32.5,Bern-Liebefeld,2019,1,0.1,32.5
2019      2                2.5               43.7,Bern-Liebefeld,2019,2,2.5,43.7
2019      3                6.2               63.9,Bern-Liebefeld,2019,3,6.2,63.9
2019      4                8.6               52.6,Bern-Liebefeld,2019,4,8.6,52.6
2019      5               10.6              133.0,Bern-Liebefeld,2019,5,10.6,133.0
2019      6               19.0               81.7,Bern-Liebefeld,2019,6,19.0,81.7
2019      7               20.7               73.2,Bern-Liebefeld,2019,7,20.7,73.2
2019      8               18.8              124.1,Bern-Liebefeld,2019,8,18.8,124.1
2019      9               15.0               73.8,Bern-Liebefeld,2019,9,15.0,73.8
2019     10               11.1              147.6,Bern-Liebefeld,2019,10,11.1,147.6
2019     11                4.6               89.7,Bern-Liebefeld,2019,11,4.6,89.7
2019     12                3.1               83.5,Bern-Liebefeld,2019,12,3.1,83.5
2020      1                1.3               42.5,Bern-Liebefeld,2020,1,1.3,42.5
2020      2                5.5              123.3,Bern-Liebefeld,2020,2,5.5,123.3
2020      3                5.4               51.3,Bern-Liebefeld,2020,3,5.4,51.3
2020      4               11.5               47.2,Bern-Liebefeld,2020,4,11.5,47.2
2020      5               13.4               79.0,Bern-Liebefeld,2020,5,13.4,79.0
2020      6               16.3              148.4,Bern-Liebefeld,2020,6,16.3,148.4
2020      7               19.6               67.3,Bern-Liebefeld,2020,7,19.6,67.3
2020      8               19.1              158.6,Bern-Liebefeld,2020,8,19.1,158.6
2020      9               15.6               82.3,Bern-Liebefeld,2020,9,15.6,82.3
2020     10                9.0              124.4,Bern-Liebefeld,2020,10,9.0,124.4
2020     11                5.0               38.2,Bern-Liebefeld,2020,11,5.0,38.2
2020     12                2.1               74.7,Bern-Liebefeld,2020,12,2.1,74.7
2021      1                0.6              112.0,Bern-Liebefeld,2021,1,0.6,112.0
2021      2                3.5               31.4,Bern-Liebefeld,2021,2,3.5,31.4
2021      3                5.1               55.8,Bern-Liebefeld,2021,3,5.1,55.8
2021      4                7.5               41.8,Bern-Liebefeld,2021,4,7.5,41.8
2021      5               10.7              148.9,Bern-Liebefeld,2021,5,10.7,148.9
2021      6               18.6              212.4,Bern-Liebefeld,2021,6,18.6,212.4
2021      7               18.2              262.9,Bern-Liebefeld,2021,7,18.2,262.9
2021      8               17.3               65.4,Bern-Liebefeld,2021,8,17.3,65.4
2021      9               15.9               46.8,Bern-Liebefeld,2021,9,15.9,46.8
2021     10                8.7               33.3,Bern-Liebefeld,2021,10,8.7,33.3
2021     11                3.3               16.4,Bern-Liebefeld,2021,11,3.3,16.4
2021     12                1.4              109.5,Bern-Liebefeld,2021,12,1.4,109.5
2022      1                0.7               32.0,Bern-Liebefeld,2022,1,0.7,32.0
2022      2                3.7               49.5,Bern-Liebefeld,2022,2,3.7,49.5
2022      3                6.0               18.3,Bern-Liebefeld,2022,3,6.0,18.3
2022      4                8.7               77.1,Bern-Liebefeld,2022,4,8.7,77.1
2022      5               15.7               38.4,Bern-Liebefeld,2022,5,15.7,38.4
2022      6               19.4              126.5,Bern-Liebefeld,2022,6,19.4,126.5
2022      7               20.6               60.4,Bern-Liebefeld,2022,7,20.6,60.4
2022      8               20.0               51.4,Bern-Liebefeld,2022,8,20.0,51.4
2022      9               14.0              188.7,Bern-Liebefeld,2022,9,14.0,188.7
2022     10               13.3               81.9,Bern-Liebefeld,2022,10,13.3,81.9
2022     11                6.6               67.7,Bern-Liebefeld,2022,11,6.6,67.7
2022     12                2.3              103.2,Bern-Liebefeld,2022,12,2.3,103.2
2023      1                1.9               68.4,Bern-Liebefeld,2023,1,1.9,68.4
2023      2                2.9                9.9,Bern-Liebefeld,2023,2,2.9,9.9
2023      3                6.7              102.3,Bern-Liebefeld,2023,3,6.7,102.3
2023      4                8.1               85.2,Bern-Liebefeld,2023,4,8.1,85.2
2023      5               13.8               85.0,Bern-Liebefeld,2023,5,13.8,85.0
2023      6               19.5               26.4,Bern-Liebefeld,2023,6,19.5,26.4
2023      7               20.4               97.8,Bern-Liebefeld,2023,7,20.4,97.8
2023      8               20.1               78.9,Bern-Liebefeld,2023,8,20.1,78.9
2023      9               17.9               47.6,Bern-Liebefeld,2023,9,17.9,47.6
2023     10               12.5              102.0,Bern-Liebefeld,2023,10,12.5,102.0
2023     11                5.5              221.6,Bern-Liebefeld,2023,11,5.5,221.6
2023     12                3.3              154.8,Bern-Liebefeld,2023,12,3.3,154.8
2024      1                2.1               79.2,Bern-Liebefeld,2024,1,2.1,79.2
2024      2                6.2               40.9,Bern-Liebefeld,2024,2,6.2,40.9
