Year  Month        Temperature      Precipitation,Station,Year,Month,Temperature,Precipitation
1895      2               -8.1               34.1,Bern-Liebefeld,1895,2,-8.1,34.1
1895      3                0.8               70.2,Bern-Liebefeld,1895,3,0.8,70.2
1895      4                8.7               62.9,Bern-Liebefeld,1895,4,8.7,62.9
1895      5               11.6               52.1,Bern-Liebefeld,1895,5,11.6,52.1
1895      6               15.6               72.8,Bern-Liebefeld,1895,6,15.6,72.8
1895      7               17.4              135.3,Bern-Liebefeld,1895,7,17.4,135.3
1895      8               16.5              121.8,Bern-Liebefeld,1895,8,16.5,121.8
1895      9               16.1               17.2,Bern-Liebefeld,1895,9,16.1,17.2
1895     10                7.2              104.8,Bern-Liebefeld,1895,10,7.2,104.8
1895     11                5.7              108.8,Bern-Liebefeld,1895,11,5.7,108.8
1895     12                0.8              100.8,Bern-Liebefeld,1895,12,0.8,100.8
1896      1               -2.8               10.9,Bern-Liebefeld,1896,1,-2.8,10.9
1896      2               -2.2                4.6,Bern-Liebefeld,1896,2,-2.2,4.6
1896      3                5.9               97.3,Bern-Liebefeld,1896,3,5.9,97.3
1896      4                5.5              101.5,Bern-Liebefeld,1896,4,5.5,101.5
1896      5               10.0               37.5,Bern-Liebefeld,1896,5,10.0,37.5
1896      6               15.3              163.9,Bern-Liebefeld,1896,6,15.3,163.9
1896      7               17.4              127.4,Bern-Liebefeld,1896,7,17.4,127.4
1896      8               13.8              132.6,Bern-Liebefeld,1896,8,13.8,132.6
1896      9               12.6              196.7,Bern-Liebefeld,1896,9,12.6,196.7
1896     10                6.6              166.4,Bern-Liebefeld,1896,10,6.6,166.4
1896     11                1.3               46.6,Bern-Liebefeld,1896,11,1.3,46.6
1896     12               -0.6               23.8,Bern-Liebefeld,1896,12,-0.6,23.8
1897      1               -2.5               21.2,Bern-Liebefeld,1897,1,-2.5,21.2
1897      2                3.3               94.8,Bern-Liebefeld,1897,2,3.3,94.8
1897      3                6.1               68.2,Bern-Liebefeld,1897,3,6.1,68.2
1897      4                7.4               86.3,Bern-Liebefeld,1897,4,7.4,86.3
1897      5               10.2              105.1,Bern-Liebefeld,1897,5,10.2,105.1
1897      6               17.3               65.6,Bern-Liebefeld,1897,6,17.3,65.6
1897      7               17.8              102.4,Bern-Liebefeld,1897,7,17.8,102.4
1897      8               16.6              156.6,Bern-Liebefeld,1897,8,16.6,156.6
1897      9               12.1              141.4,Bern-Liebefeld,1897,9,12.1,141.4
1897     10                6.5                2.0,Bern-Liebefeld,1897,10,6.5,2.0
1897     11                2.3               13.2,Bern-Liebefeld,1897,11,2.3,13.2
1897     12               -1.3               39.8,Bern-Liebefeld,1897,12,-1.3,39.8
1898      1               -0.8               13.2,Bern-Liebefeld,1898,1,-0.8,13.2
1898      2                0.0               61.8,Bern-Liebefeld,1898,2,0.0,61.8
1898      3                2.5               22.9,Bern-Liebefeld,1898,3,2.5,22.9
1898      4                7.6              121.1,Bern-Liebefeld,1898,4,7.6,121.1
1898      5               10.7               94.7,Bern-Liebefeld,1898,5,10.7,94.7
1898      6               13.9              136.2,Bern-Liebefeld,1898,6,13.9,136.2
1898      7               15.9              103.5,Bern-Liebefeld,1898,7,15.9,103.5
1898      8               18.1               28.8,Bern-Liebefeld,1898,8,18.1,28.8
1898      9               14.7                9.7,Bern-Liebefeld,1898,9,14.7,9.7
1898     10                9.7              110.3,Bern-Liebefeld,1898,10,9.7,110.3
1898     11                4.4               93.5,Bern-Liebefeld,1898,11,4.4,93.5
1898     12               -0.9               31.5,Bern-Liebefeld,1898,12,-0.9,31.5
1899      1                1.3               83.3,Bern-Liebefeld,1899,1,1.3,83.3
1899      2                1.7               30.1,Bern-Liebefeld,1899,2,1.7,30.1
1899      3                3.6                9.3,Bern-Liebefeld,1899,3,3.6,9.3
1899      4                6.8              134.0,Bern-Liebefeld,1899,4,6.8,134.0
1899      5               10.9               73.2,Bern-Liebefeld,1899,5,10.9,73.2
1899      6               15.2               79.1,Bern-Liebefeld,1899,6,15.2,79.1
1899      7               17.2               53.9,Bern-Liebefeld,1899,7,17.2,53.9
1899      8               17.9               44.1,Bern-Liebefeld,1899,8,17.9,44.1
1899      9               12.9              112.6,Bern-Liebefeld,1899,9,12.9,112.6
1899     10                8.2               97.2,Bern-Liebefeld,1899,10,8.2,97.2
1899     11                2.9               25.2,Bern-Liebefeld,1899,11,2.9,25.2
1899     12               -3.4               51.7,Bern-Liebefeld,1899,12,-3.4,51.7
1900      1                0.1              119.5,Bern-Liebefeld,1900,1,0.1,119.5
1900      2                1.9               87.8,Bern-Liebefeld,1900,2,1.9,87.8
1900      3               -0.3               52.2,Bern-Liebefeld,1900,3,-0.3,52.2
1900      4                6.6               46.5,Bern-Liebefeld,1900,4,6.6,46.5
1900      5               10.5               91.5,Bern-Liebefeld,1900,5,10.5,91.5
1900      6               16.2               80.7,Bern-Liebefeld,1900,6,16.2,80.7
1900      7               18.7               99.7,Bern-Liebefeld,1900,7,18.7,99.7
1900      8               15.4              151.8,Bern-Liebefeld,1900,8,15.4,151.8
1900      9               14.7               40.1,Bern-Liebefeld,1900,9,14.7,40.1
1900     10                8.3               60.8,Bern-Liebefeld,1900,10,8.3,60.8
1900     11                3.8               56.4,Bern-Liebefeld,1900,11,3.8,56.4
1900     12                0.8               70.6,Bern-Liebefeld,1900,12,0.8,70.6
1901      1               -2.9               29.4,Bern-Liebefeld,1901,1,-2.9,29.4
1901      2               -5.6               21.6,Bern-Liebefeld,1901,2,-5.6,21.6
1901      3                1.3               76.3,Bern-Liebefeld,1901,3,1.3,76.3
1901      4                7.8              184.5,Bern-Liebefeld,1901,4,7.8,184.5
1901      5               12.3               17.0,Bern-Liebefeld,1901,5,12.3,17.0
1901      6               15.6              172.6,Bern-Liebefeld,1901,6,15.6,172.6
1901      7               17.5              125.6,Bern-Liebefeld,1901,7,17.5,125.6
1901      8               15.6               82.9,Bern-Liebefeld,1901,8,15.6,82.9
1901      9               13.3              138.9,Bern-Liebefeld,1901,9,13.3,138.9
1901     10                7.6               58.1,Bern-Liebefeld,1901,10,7.6,58.1
1901     11                0.1               47.9,Bern-Liebefeld,1901,11,0.1,47.9
1901     12               -0.8               66.1,Bern-Liebefeld,1901,12,-0.8,66.1
1902      1               -0.6               45.4,Bern-Liebefeld,1902,1,-0.6,45.4
1902      2               -1.3               92.4,Bern-Liebefeld,1902,2,-1.3,92.4
1902      3                3.6              108.0,Bern-Liebefeld,1902,3,3.6,108.0
1902      4                9.6               84.2,Bern-Liebefeld,1902,4,9.6,84.2
1902      5                7.6              131.0,Bern-Liebefeld,1902,5,7.6,131.0
1902      6               14.3               49.7,Bern-Liebefeld,1902,6,14.3,49.7
1902      7               17.8               91.7,Bern-Liebefeld,1902,7,17.8,91.7
1902      8               15.6              154.5,Bern-Liebefeld,1902,8,15.6,154.5
1902      9               12.6              102.7,Bern-Liebefeld,1902,9,12.6,102.7
1902     10                7.2               93.3,Bern-Liebefeld,1902,10,7.2,93.3
1902     11                1.4               35.7,Bern-Liebefeld,1902,11,1.4,35.7
1902     12               -1.6               56.1,Bern-Liebefeld,1902,12,-1.6,56.1
1903      1               -2.3               37.3,Bern-Liebefeld,1903,1,-2.3,37.3
1903      2                0.6               52.0,Bern-Liebefeld,1903,2,0.6,52.0
1903      3                4.6               50.0,Bern-Liebefeld,1903,3,4.6,50.0
1903      4                4.0               51.2,Bern-Liebefeld,1903,4,4.0,51.2
1903      5               11.9               76.4,Bern-Liebefeld,1903,5,11.9,76.4
1903      6               13.6               93.8,Bern-Liebefeld,1903,6,13.6,93.8
1903      7               15.6              182.7,Bern-Liebefeld,1903,7,15.6,182.7
1903      8               16.0              117.6,Bern-Liebefeld,1903,8,16.0,117.6
1903      9               13.3               49.0,Bern-Liebefeld,1903,9,13.3,49.0
1903     10                8.7              122.0,Bern-Liebefeld,1903,10,8.7,122.0
1903     11                3.1               96.3,Bern-Liebefeld,1903,11,3.1,96.3
1903     12               -2.6               49.9,Bern-Liebefeld,1903,12,-2.6,49.9
1904      1               -3.3               22.8,Bern-Liebefeld,1904,1,-3.3,22.8
1904      2                0.8              143.6,Bern-Liebefeld,1904,2,0.8,143.6
1904      3                3.1               41.3,Bern-Liebefeld,1904,3,3.1,41.3
1904      4                9.1               78.9,Bern-Liebefeld,1904,4,9.1,78.9
1904      5               12.9              131.1,Bern-Liebefeld,1904,5,12.9,131.1
1904      6               16.2              121.0,Bern-Liebefeld,1904,6,16.2,121.0
1904      7               19.9               38.6,Bern-Liebefeld,1904,7,19.9,38.6
1904      8               17.6               90.7,Bern-Liebefeld,1904,8,17.6,90.7
1904      9               11.4               90.8,Bern-Liebefeld,1904,9,11.4,90.8
1904     10                8.0               27.2,Bern-Liebefeld,1904,10,8.0,27.2
1904     11                1.6               31.0,Bern-Liebefeld,1904,11,1.6,31.0
1904     12               -0.2               64.7,Bern-Liebefeld,1904,12,-0.2,64.7
1905      1               -4.2               37.8,Bern-Liebefeld,1905,1,-4.2,37.8
1905      2               -0.5               15.7,Bern-Liebefeld,1905,2,-0.5,15.7
1905      3                4.0              124.7,Bern-Liebefeld,1905,3,4.0,124.7
1905      4                7.7              149.8,Bern-Liebefeld,1905,4,7.7,149.8
1905      5               10.1              109.4,Bern-Liebefeld,1905,5,10.1,109.4
1905      6               15.8              113.9,Bern-Liebefeld,1905,6,15.8,113.9
1905      7               19.6               76.6,Bern-Liebefeld,1905,7,19.6,76.6
1905      8               16.2              255.6,Bern-Liebefeld,1905,8,16.2,255.6
1905      9               13.0              135.8,Bern-Liebefeld,1905,9,13.0,135.8
1905     10                3.5               90.0,Bern-Liebefeld,1905,10,3.5,90.0
1905     11                2.2              109.0,Bern-Liebefeld,1905,11,2.2,109.0
1905     12               -0.9               42.8,Bern-Liebefeld,1905,12,-0.9,42.8
1906      1               -0.9               57.8,Bern-Liebefeld,1906,1,-0.9,57.8
1906      2               -1.5               63.2,Bern-Liebefeld,1906,2,-1.5,63.2
1906      3                2.3               53.9,Bern-Liebefeld,1906,3,2.3,53.9
1906      4                6.9               38.6,Bern-Liebefeld,1906,4,6.9,38.6
1906      5               11.8              102.4,Bern-Liebefeld,1906,5,11.8,102.4
1906      6               14.7               86.1,Bern-Liebefeld,1906,6,14.7,86.1
1906      7               17.7              101.9,Bern-Liebefeld,1906,7,17.7,101.9
1906      8               17.7               31.3,Bern-Liebefeld,1906,8,17.7,31.3
1906      9               12.6               30.2,Bern-Liebefeld,1906,9,12.6,30.2
1906     10                9.8               55.1,Bern-Liebefeld,1906,10,9.8,55.1
1906     11                3.8               65.9,Bern-Liebefeld,1906,11,3.8,65.9
1906     12               -3.4               89.4,Bern-Liebefeld,1906,12,-3.4,89.4
1907      1               -2.8               67.9,Bern-Liebefeld,1907,1,-2.8,67.9
1907      2               -3.6               42.1,Bern-Liebefeld,1907,2,-3.6,42.1
1907      3                2.1               47.2,Bern-Liebefeld,1907,3,2.1,47.2
1907      4                5.9               78.7,Bern-Liebefeld,1907,4,5.9,78.7
1907      5               12.2               91.4,Bern-Liebefeld,1907,5,12.2,91.4
1907      6               14.7              170.2,Bern-Liebefeld,1907,6,14.7,170.2
1907      7               15.2               96.7,Bern-Liebefeld,1907,7,15.2,96.7
1907      8               17.1               74.0,Bern-Liebefeld,1907,8,17.1,74.0
1907      9               13.5               68.9,Bern-Liebefeld,1907,9,13.5,68.9
1907     10                8.8               75.3,Bern-Liebefeld,1907,10,8.8,75.3
1907     11                3.7               21.8,Bern-Liebefeld,1907,11,3.7,21.8
1907     12                1.4              106.8,Bern-Liebefeld,1907,12,1.4,106.8
1908      1               -4.5               26.0,Bern-Liebefeld,1908,1,-4.5,26.0
1908      2               -0.6               86.0,Bern-Liebefeld,1908,2,-0.6,86.0
1908      3                1.9               45.1,Bern-Liebefeld,1908,3,1.9,45.1
1908      4                5.3               60.7,Bern-Liebefeld,1908,4,5.3,60.7
1908      5               13.4              128.8,Bern-Liebefeld,1908,5,13.4,128.8
1908      6               17.1               89.2,Bern-Liebefeld,1908,6,17.1,89.2
1908      7               16.7              176.5,Bern-Liebefeld,1908,7,16.7,176.5
1908      8               14.8               92.8,Bern-Liebefeld,1908,8,14.8,92.8
1908      9               12.2              123.5,Bern-Liebefeld,1908,9,12.2,123.5
1908     10                7.4               12.3,Bern-Liebefeld,1908,10,7.4,12.3
1908     11                1.2               52.1,Bern-Liebefeld,1908,11,1.2,52.1
1908     12               -1.4               49.2,Bern-Liebefeld,1908,12,-1.4,49.2
1909      1               -4.3               24.7,Bern-Liebefeld,1909,1,-4.3,24.7
1909      2               -3.3               16.8,Bern-Liebefeld,1909,2,-3.3,16.8
1909      3                0.5               73.4,Bern-Liebefeld,1909,3,0.5,73.4
1909      4                8.8               68.7,Bern-Liebefeld,1909,4,8.8,68.7
1909      5               11.5               44.3,Bern-Liebefeld,1909,5,11.5,44.3
1909      6               13.5              161.8,Bern-Liebefeld,1909,6,13.5,161.8
1909      7               14.9              121.7,Bern-Liebefeld,1909,7,14.9,121.7
1909      8               15.8               88.9,Bern-Liebefeld,1909,8,15.8,88.9
1909      9               12.1               60.2,Bern-Liebefeld,1909,9,12.1,60.2
1909     10                9.2              116.6,Bern-Liebefeld,1909,10,9.2,116.6
1909     11                1.2               39.9,Bern-Liebefeld,1909,11,1.2,39.9
1909     12                1.1              156.5,Bern-Liebefeld,1909,12,1.1,156.5
1910      1               -0.7              174.4,Bern-Liebefeld,1910,1,-0.7,174.4
1910      2                0.2               55.9,Bern-Liebefeld,1910,2,0.2,55.9
1910      3                3.3               27.3,Bern-Liebefeld,1910,3,3.3,27.3
1910      4                6.5               86.6,Bern-Liebefeld,1910,4,6.5,86.6
1910      5               10.2              100.5,Bern-Liebefeld,1910,5,10.2,100.5
1910      6               15.1              172.1,Bern-Liebefeld,1910,6,15.1,172.1
1910      7               15.1              188.6,Bern-Liebefeld,1910,7,15.1,188.6
1910      8               15.7               89.1,Bern-Liebefeld,1910,8,15.7,89.1
1910      9               10.9               76.5,Bern-Liebefeld,1910,9,10.9,76.5
1910     10                8.7               32.0,Bern-Liebefeld,1910,10,8.7,32.0
1910     11                2.1              188.9,Bern-Liebefeld,1910,11,2.1,188.9
1910     12                1.4               77.3,Bern-Liebefeld,1910,12,1.4,77.3
1911      1               -5.5               15.8,Bern-Liebefeld,1911,1,-5.5,15.8
1911      2               -0.4               50.1,Bern-Liebefeld,1911,2,-0.4,50.1
1911      3                3.2               68.4,Bern-Liebefeld,1911,3,3.2,68.4
1911      4                6.4               39.7,Bern-Liebefeld,1911,4,6.4,39.7
1911      5               11.9              124.3,Bern-Liebefeld,1911,5,11.9,124.3
1911      6               14.7              117.0,Bern-Liebefeld,1911,6,14.7,117.0
1911      7               20.3                1.2,Bern-Liebefeld,1911,7,20.3,1.2
1911      8               20.1               45.3,Bern-Liebefeld,1911,8,20.1,45.3
1911      9               15.1               71.1,Bern-Liebefeld,1911,9,15.1,71.1
1911     10                8.1               65.6,Bern-Liebefeld,1911,10,8.1,65.6
1911     11                4.6               64.9,Bern-Liebefeld,1911,11,4.6,64.9
1911     12                1.8              104.6,Bern-Liebefeld,1911,12,1.8,104.6
1912      1               -0.3               55.4,Bern-Liebefeld,1912,1,-0.3,55.4
1912      2                2.8               60.9,Bern-Liebefeld,1912,2,2.8,60.9
1912      3                5.7               81.9,Bern-Liebefeld,1912,3,5.7,81.9
1912      4                6.5               27.6,Bern-Liebefeld,1912,4,6.5,27.6
1912      5               12.6               89.9,Bern-Liebefeld,1912,5,12.6,89.9
1912      6               15.1              128.1,Bern-Liebefeld,1912,6,15.1,128.1
1912      7               16.1              135.1,Bern-Liebefeld,1912,7,16.1,135.1
1912      8               12.9              213.6,Bern-Liebefeld,1912,8,12.9,213.6
1912      9                8.1               28.7,Bern-Liebefeld,1912,9,8.1,28.7
1912     10                6.4              163.2,Bern-Liebefeld,1912,10,6.4,163.2
1912     11                0.6               53.5,Bern-Liebefeld,1912,11,0.6,53.5
1912     12               -0.3               38.1,Bern-Liebefeld,1912,12,-0.3,38.1
1913      1                0.5               66.1,Bern-Liebefeld,1913,1,0.5,66.1
1913      2               -0.2               29.6,Bern-Liebefeld,1913,2,-0.2,29.6
1913      3                4.9              106.6,Bern-Liebefeld,1913,3,4.9,106.6
1913      4                7.1               78.4,Bern-Liebefeld,1913,4,7.1,78.4
1913      5               11.5               84.7,Bern-Liebefeld,1913,5,11.5,84.7
1913      6               14.6               57.1,Bern-Liebefeld,1913,6,14.6,57.1
1913      7               14.2               96.1,Bern-Liebefeld,1913,7,14.2,96.1
1913      8               15.5               74.7,Bern-Liebefeld,1913,8,15.5,74.7
1913      9               12.0              140.1,Bern-Liebefeld,1913,9,12.0,140.1
1913     10                8.8               40.2,Bern-Liebefeld,1913,10,8.8,40.2
1913     11                5.9              131.0,Bern-Liebefeld,1913,11,5.9,131.0
1913     12               -0.3               49.0,Bern-Liebefeld,1913,12,-0.3,49.0
1914      1               -5.6               47.0,Bern-Liebefeld,1914,1,-5.6,47.0
1914      2                0.5               33.5,Bern-Liebefeld,1914,2,0.5,33.5
1914      3                4.2              156.8,Bern-Liebefeld,1914,3,4.2,156.8
1914      4                9.6               66.4,Bern-Liebefeld,1914,4,9.6,66.4
1914      5                9.8              139.4,Bern-Liebefeld,1914,5,9.8,139.4
1914      6               13.8               96.9,Bern-Liebefeld,1914,6,13.8,96.9
1914      7               15.3              179.2,Bern-Liebefeld,1914,7,15.3,179.2
1914      8               16.0              170.4,Bern-Liebefeld,1914,8,16.0,170.4
1914      9               12.5               58.2,Bern-Liebefeld,1914,9,12.5,58.2
1914     10                7.4               36.3,Bern-Liebefeld,1914,10,7.4,36.3
1914     11                2.0               60.5,Bern-Liebefeld,1914,11,2.0,60.5
1914     12                1.7               69.1,Bern-Liebefeld,1914,12,1.7,69.1
1915      1               -0.8               74.9,Bern-Liebefeld,1915,1,-0.8,74.9
1915      2               -0.5               54.5,Bern-Liebefeld,1915,2,-0.5,54.5
1915      3                2.1               95.4,Bern-Liebefeld,1915,3,2.1,95.4
1915      4                6.0               85.1,Bern-Liebefeld,1915,4,6.0,85.1
1915      5               13.8               99.0,Bern-Liebefeld,1915,5,13.8,99.0
1915      6               16.7              150.3,Bern-Liebefeld,1915,6,16.7,150.3
1915      7               16.0              167.0,Bern-Liebefeld,1915,7,16.0,167.0
1915      8               15.2              110.4,Bern-Liebefeld,1915,8,15.2,110.4
1915      9               11.0               88.7,Bern-Liebefeld,1915,9,11.0,88.7
1915     10                5.8               17.3,Bern-Liebefeld,1915,10,5.8,17.3
1915     11                0.6              106.4,Bern-Liebefeld,1915,11,0.6,106.4
1915     12                3.6              106.5,Bern-Liebefeld,1915,12,3.6,106.5
1916      1                1.7               33.2,Bern-Liebefeld,1916,1,1.7,33.2
1916      2                0.8              102.1,Bern-Liebefeld,1916,2,0.8,102.1
1916      3                3.4               84.9,Bern-Liebefeld,1916,3,3.4,84.9
1916      4                7.4               95.8,Bern-Liebefeld,1916,4,7.4,95.8
1916      5               12.5               71.6,Bern-Liebefeld,1916,5,12.5,71.6
1916      6               12.6              189.0,Bern-Liebefeld,1916,6,12.6,189.0
1916      7               15.7              175.1,Bern-Liebefeld,1916,7,15.7,175.1
1916      8               15.8              126.0,Bern-Liebefeld,1916,8,15.8,126.0
1916      9               10.8               58.6,Bern-Liebefeld,1916,9,10.8,58.6
1916     10                7.9               87.9,Bern-Liebefeld,1916,10,7.9,87.9
1916     11                2.9               99.7,Bern-Liebefeld,1916,11,2.9,99.7
1916     12                0.4              148.8,Bern-Liebefeld,1916,12,0.4,148.8
1917      1               -3.2               34.7,Bern-Liebefeld,1917,1,-3.2,34.7
1917      2               -3.3               14.5,Bern-Liebefeld,1917,2,-3.3,14.5
1917      3                0.8              124.6,Bern-Liebefeld,1917,3,0.8,124.6
1917      4                4.4               72.7,Bern-Liebefeld,1917,4,4.4,72.7
1917      5               14.7               79.7,Bern-Liebefeld,1917,5,14.7,79.7
1917      6               17.1              111.7,Bern-Liebefeld,1917,6,17.1,111.7
1917      7               16.9               95.9,Bern-Liebefeld,1917,7,16.9,95.9
1917      8               15.4              119.6,Bern-Liebefeld,1917,8,15.4,119.6
1917      9               14.8               46.6,Bern-Liebefeld,1917,9,14.8,46.6
1917     10                6.4              152.0,Bern-Liebefeld,1917,10,6.4,152.0
1917     11                2.6               74.4,Bern-Liebefeld,1917,11,2.6,74.4
1917     12               -5.7               20.5,Bern-Liebefeld,1917,12,-5.7,20.5
1918      1               -1.7               45.9,Bern-Liebefeld,1918,1,-1.7,45.9
1918      2               -0.1               26.3,Bern-Liebefeld,1918,2,-0.1,26.3
1918      3                3.0               55.3,Bern-Liebefeld,1918,3,3.0,55.3
1918      4                7.0               83.1,Bern-Liebefeld,1918,4,7.0,83.1
1918      5               13.3               43.7,Bern-Liebefeld,1918,5,13.3,43.7
1918      6               13.1              162.0,Bern-Liebefeld,1918,6,13.1,162.0
1918      7               16.9               29.0,Bern-Liebefeld,1918,7,16.9,29.0
1918      8               16.1               65.6,Bern-Liebefeld,1918,8,16.1,65.6
1918      9               13.0              237.6,Bern-Liebefeld,1918,9,13.0,237.6
1918     10                6.2               54.8,Bern-Liebefeld,1918,10,6.2,54.8
1918     11                2.7               29.3,Bern-Liebefeld,1918,11,2.7,29.3
1918     12                2.6              138.7,Bern-Liebefeld,1918,12,2.6,138.7
1919      1               -0.7               29.3,Bern-Liebefeld,1919,1,-0.7,29.3
1919      2               -1.6              111.4,Bern-Liebefeld,1919,2,-1.6,111.4
1919      3                3.2              102.5,Bern-Liebefeld,1919,3,3.2,102.5
1919      4                4.2              104.1,Bern-Liebefeld,1919,4,4.2,104.1
1919      5               11.9               40.7,Bern-Liebefeld,1919,5,11.9,40.7
1919      6               15.7               81.5,Bern-Liebefeld,1919,6,15.7,81.5
1919      7               14.0              118.1,Bern-Liebefeld,1919,7,14.0,118.1
1919      8               18.3               29.4,Bern-Liebefeld,1919,8,18.3,29.4
1919      9               15.1               48.5,Bern-Liebefeld,1919,9,15.1,48.5
1919     10                4.8               56.1,Bern-Liebefeld,1919,10,4.8,56.1
1919     11                1.3              127.6,Bern-Liebefeld,1919,11,1.3,127.6
1919     12                1.0              147.3,Bern-Liebefeld,1919,12,1.0,147.3
1920      1                1.9               87.4,Bern-Liebefeld,1920,1,1.9,87.4
1920      2                2.0                9.4,Bern-Liebefeld,1920,2,2.0,9.4
1920      3                5.2               45.0,Bern-Liebefeld,1920,3,5.2,45.0
1920      4                7.8               83.8,Bern-Liebefeld,1920,4,7.8,83.8
1920      5               14.2               93.7,Bern-Liebefeld,1920,5,14.2,93.7
1920      6               14.9               88.5,Bern-Liebefeld,1920,6,14.9,88.5
1920      7               16.9               93.3,Bern-Liebefeld,1920,7,16.9,93.3
1920      8               14.6               92.1,Bern-Liebefeld,1920,8,14.6,92.1
1920      9               12.9              121.8,Bern-Liebefeld,1920,9,12.9,121.8
1920     10                7.8                8.5,Bern-Liebefeld,1920,10,7.8,8.5
1920     11                1.7                6.5,Bern-Liebefeld,1920,11,1.7,6.5
1920     12               -0.6               40.6,Bern-Liebefeld,1920,12,-0.6,40.6
1921      1                2.8               31.1,Bern-Liebefeld,1921,1,2.8,31.1
1921      2                0.0                5.5,Bern-Liebefeld,1921,2,0.0,5.5
1921      3                4.8               19.8,Bern-Liebefeld,1921,3,4.8,19.8
1921      4                6.3               58.5,Bern-Liebefeld,1921,4,6.3,58.5
1921      5               12.6              163.0,Bern-Liebefeld,1921,5,12.6,163.0
1921      6               15.8               68.7,Bern-Liebefeld,1921,6,15.8,68.7
1921      7               19.3               42.0,Bern-Liebefeld,1921,7,19.3,42.0
1921      8               16.4              149.1,Bern-Liebefeld,1921,8,16.4,149.1
1921      9               14.3              101.6,Bern-Liebefeld,1921,9,14.3,101.6
1921     10               10.4               24.5,Bern-Liebefeld,1921,10,10.4,24.5
1921     11               -0.1               40.5,Bern-Liebefeld,1921,11,-0.1,40.5
1921     12               -0.1               21.1,Bern-Liebefeld,1921,12,-0.1,21.1
1922      1               -1.4               78.5,Bern-Liebefeld,1922,1,-1.4,78.5
1922      2               -0.3               84.9,Bern-Liebefeld,1922,2,-0.3,84.9
1922      3                3.8               90.3,Bern-Liebefeld,1922,3,3.8,90.3
1922      4                5.3              182.6,Bern-Liebefeld,1922,4,5.3,182.6
1922      5               14.5               46.5,Bern-Liebefeld,1922,5,14.5,46.5
1922      6               15.6              144.2,Bern-Liebefeld,1922,6,15.6,144.2
1922      7               15.6              141.5,Bern-Liebefeld,1922,7,15.6,141.5
1922      8               15.6              159.1,Bern-Liebefeld,1922,8,15.6,159.1
1922      9               10.7               86.1,Bern-Liebefeld,1922,9,10.7,86.1
1922     10                6.0              110.9,Bern-Liebefeld,1922,10,6.0,110.9
1922     11                1.3               81.6,Bern-Liebefeld,1922,11,1.3,81.6
1922     12               -0.7              103.7,Bern-Liebefeld,1922,12,-0.7,103.7
1923      1               -1.4               34.7,Bern-Liebefeld,1923,1,-1.4,34.7
1923      2                2.1               90.9,Bern-Liebefeld,1923,2,2.1,90.9
1923      3                4.1               37.0,Bern-Liebefeld,1923,3,4.1,37.0
1923      4                7.5               61.4,Bern-Liebefeld,1923,4,7.5,61.4
1923      5               11.3              144.4,Bern-Liebefeld,1923,5,11.3,144.4
1923      6               11.8               64.9,Bern-Liebefeld,1923,6,11.8,64.9
1923      7               19.6               57.3,Bern-Liebefeld,1923,7,19.6,57.3
1923      8               17.3               81.6,Bern-Liebefeld,1923,8,17.3,81.6
1923      9               12.7               76.5,Bern-Liebefeld,1923,9,12.7,76.5
1923     10                9.9              215.3,Bern-Liebefeld,1923,10,9.9,215.3
1923     11                2.7              152.2,Bern-Liebefeld,1923,11,2.7,152.2
1923     12               -0.1              124.6,Bern-Liebefeld,1923,12,-0.1,124.6
1924      1               -3.0               42.2,Bern-Liebefeld,1924,1,-3.0,42.2
1924      2               -2.7               16.2,Bern-Liebefeld,1924,2,-2.7,16.2
1924      3                2.8               52.5,Bern-Liebefeld,1924,3,2.8,52.5
1924      4                7.5               94.9,Bern-Liebefeld,1924,4,7.5,94.9
1924      5               12.9              164.2,Bern-Liebefeld,1924,5,12.9,164.2
1924      6               14.9              113.1,Bern-Liebefeld,1924,6,14.9,113.1
1924      7               17.0               99.0,Bern-Liebefeld,1924,7,17.0,99.0
1924      8               13.1              103.4,Bern-Liebefeld,1924,8,13.1,103.4
1924      9               12.8               84.1,Bern-Liebefeld,1924,9,12.8,84.1
1924     10                8.3               93.5,Bern-Liebefeld,1924,10,8.3,93.5
1924     11                3.2                2.5,Bern-Liebefeld,1924,11,3.2,2.5
1924     12               -0.8               20.0,Bern-Liebefeld,1924,12,-0.8,20.0
1925      1                0.4               43.9,Bern-Liebefeld,1925,1,0.4,43.9
1925      2                2.1               53.7,Bern-Liebefeld,1925,2,2.1,53.7
1925      3                0.8               15.9,Bern-Liebefeld,1925,3,0.8,15.9
1925      4                7.4              100.9,Bern-Liebefeld,1925,4,7.4,100.9
1925      5               11.5              164.5,Bern-Liebefeld,1925,5,11.5,164.5
1925      6               15.9               70.6,Bern-Liebefeld,1925,6,15.9,70.6
1925      7               16.3              108.6,Bern-Liebefeld,1925,7,16.3,108.6
1925      8               15.5              103.8,Bern-Liebefeld,1925,8,15.5,103.8
1925      9               10.6              125.0,Bern-Liebefeld,1925,9,10.6,125.0
1925     10                8.9               27.9,Bern-Liebefeld,1925,10,8.9,27.9
1925     11                1.4               63.5,Bern-Liebefeld,1925,11,1.4,63.5
1925     12               -0.5              134.5,Bern-Liebefeld,1925,12,-0.5,134.5
1926      1               -1.0               77.2,Bern-Liebefeld,1926,1,-1.0,77.2
1926      2                4.1               41.6,Bern-Liebefeld,1926,2,4.1,41.6
